Permutation,New Business Acquisition Employees,Account Manager Employees,Support Employees,Monthly Revenue,Net Monthly Revenue,Revenue Lost to Churn,Churn Rate
18-1-1,18,1,1,117521.94257777778,106321.94257777778,11200
17-1-2,17,1,2,117021.94257777778,105821.94257777778,11200
16-1-3,16,1,3,116621.94257777778,105521.94257777778,11100
15-1-4,15,1,4,116121.94257777778,105021.94257777778,11100
14-1-5,14,1,5,115621.94257777778,104521.94257777778,11100
13-1-6,13,1,6,115121.94257777778,104021.94257777778,11100
12-1-7,12,1,7,114621.94257777778,103521.94257777778,11100
11-1-8,11,1,8,114121.94257777778,103021.94257777778,11100
10-1-9,10,1,9,113721.94257777778,102721.94257777778,11000
9-1-10,9,1,10,113221.94257777778,102221.94257777778,11000
8-1-11,8,1,11,112721.94257777778,101721.94257777778,11000
7-1-12,7,1,12,112221.94257777778,101221.94257777778,11000
17-2-1,17,2,1,112365.5250097186,101165.5250097186,11200
6-1-13,6,1,13,111721.94257777778,100721.94257777778,11000
16-2-2,16,2,2,111865.5250097186,100665.5250097186,11200
15-2-3,15,2,3,111465.5250097186,100365.5250097186,11100
5-1-14,5,1,14,111221.94257777778,100221.94257777778,11000
4-1-15,4,1,15,110821.94257777778,99921.94257777778,10900
14-2-4,14,2,4,110965.5250097186,99865.5250097186,11100
3-1-16,3,1,16,110321.94257777778,99421.94257777778,10900
13-2-5,13,2,5,110465.5250097186,99365.5250097186,11100
2-1-17,2,1,17,109821.94257777778,98921.94257777778,10900
12-2-6,12,2,6,109965.5250097186,98865.5250097186,11100
1-1-18,1,1,18,109321.94257777778,98421.94257777778,10900
11-2-7,11,2,7,109465.5250097186,98365.5250097186,11100
10-2-8,10,2,8,108965.5250097186,97865.5250097186,11100
9-2-9,9,2,9,108565.5250097186,97565.5250097186,11000
8-2-10,8,2,10,108065.5250097186,97065.5250097186,11000
7-2-11,7,2,11,107565.5250097186,96565.5250097186,11000
6-2-12,6,2,12,107065.5250097186,96065.5250097186,11000
16-3-1,16,3,1,106869.12664554891,95669.12664554891,11200
5-2-13,5,2,13,106565.5250097186,95565.5250097186,11000
15-3-2,15,3,2,106369.12664554891,95169.12664554891,11200
4-2-14,4,2,14,106065.5250097186,95065.5250097186,11000
14-3-3,14,3,3,105969.12664554891,94869.12664554891,11100
3-2-15,3,2,15,105665.5250097186,94765.5250097186,10900
13-3-4,13,3,4,105469.12664554891,94369.12664554891,11100
2-2-16,2,2,16,105165.5250097186,94265.5250097186,10900
12-3-5,12,3,5,104969.12664554891,93869.12664554891,11100
1-2-17,1,2,17,104665.5250097186,93765.5250097186,10900
11-3-6,11,3,6,104469.12664554891,93369.12664554891,11100
10-3-7,10,3,7,103969.12664554891,92869.12664554891,11100
9-3-8,9,3,8,103469.12664554891,92369.12664554891,11100
8-3-9,8,3,9,103069.12664554891,92069.12664554891,11000
7-3-10,7,3,10,102569.12664554891,91569.12664554891,11000
6-3-11,6,3,11,102069.12664554891,91069.12664554891,11000
5-3-12,5,3,12,101569.12664554891,90569.12664554891,11000
15-4-1,15,4,1,101369.1644000423,90169.1644000423,11200
4-3-13,4,3,13,101069.12664554891,90069.12664554891,11000
14-4-2,14,4,2,100869.1644000423,89669.1644000423,11200
3-3-14,3,3,14,100569.12664554891,89569.12664554891,11000
13-4-3,13,4,3,100469.1644000423,89369.1644000423,11100
2-3-15,2,3,15,100169.12664554891,89269.12664554891,10900
12-4-4,12,4,4,99969.1644000423,88869.1644000423,11100
1-3-16,1,3,16,99669.12664554891,88769.12664554891,10900
11-4-5,11,4,5,99469.1644000423,88369.1644000423,11100
10-4-6,10,4,6,98969.1644000423,87869.1644000423,11100
9-4-7,9,4,7,98469.1644000423,87369.1644000423,11100
8-4-8,8,4,8,97969.1644000423,86869.1644000423,11100
7-4-9,7,4,9,97569.1644000423,86569.1644000423,11000
6-4-10,6,4,10,97069.1644000423,86069.1644000423,11000
5-4-11,5,4,11,96569.1644000423,85569.1644000423,11000
4-4-12,4,4,12,96069.1644000423,85069.1644000423,11000
14-5-1,14,5,1,95869.1647958074,84669.1647958074,11200
3-4-13,3,4,13,95569.1644000423,84569.1644000423,11000
13-5-2,13,5,2,95369.1647958074,84169.1647958074,11200
2-4-14,2,4,14,95069.1644000423,84069.1644000423,11000
12-5-3,12,5,3,94969.1647958074,83869.1647958074,11100
1-4-15,1,4,15,94669.1644000423,83769.1644000423,10900
11-5-4,11,5,4,94469.1647958074,83369.1647958074,11100
10-5-5,10,5,5,93969.1647958074,82869.1647958074,11100
9-5-6,9,5,6,93469.1647958074,82369.1647958074,11100
8-5-7,8,5,7,92969.1647958074,81869.1647958074,11100
7-5-8,7,5,8,92469.1647958074,81369.1647958074,11100
6-5-9,6,5,9,92069.1647958074,81069.1647958074,11000
5-5-10,5,5,10,91569.1647958074,80569.1647958074,11000
4-5-11,4,5,11,91069.1647958074,80069.1647958074,11000
3-5-12,3,5,12,90569.1647958074,79569.1647958074,11000
13-6-1,13,6,1,90369.16479995605,79169.16479995605,11200
2-5-13,2,5,13,90069.1647958074,79069.1647958074,11000
12-6-2,12,6,2,89869.16479995605,78669.16479995605,11200
1-5-14,1,5,14,89569.1647958074,78569.1647958074,11000
11-6-3,11,6,3,89469.16479995605,78369.16479995605,11100
10-6-4,10,6,4,88969.16479995605,77869.16479995605,11100
9-6-5,9,6,5,88469.16479995605,77369.16479995605,11100
8-6-6,8,6,6,87969.16479995605,76869.16479995605,11100
7-6-7,7,6,7,87469.16479995605,76369.16479995605,11100
6-6-8,6,6,8,86969.16479995605,75869.16479995605,11100
5-6-9,5,6,9,86569.16479995605,75569.16479995605,11000
4-6-10,4,6,10,86069.16479995605,75069.16479995605,11000
3-6-11,3,6,11,85569.16479995605,74569.16479995605,11000
2-6-12,2,6,12,85069.16479995605,74069.16479995605,11000
12-7-1,12,7,1,84869.16479999953,73669.16479999953,11200
1-6-13,1,6,13,84569.16479995605,73569.16479995605,11000
11-7-2,11,7,2,84369.16479999953,73169.16479999953,11200
10-7-3,10,7,3,83969.16479999953,72869.16479999953,11100
9-7-4,9,7,4,83469.16479999953,72369.16479999953,11100
8-7-5,8,7,5,82969.16479999953,71869.16479999953,11100
7-7-6,7,7,6,82469.16479999953,71369.16479999953,11100
6-7-7,6,7,7,81969.16479999953,70869.16479999953,11100
5-7-8,5,7,8,81469.16479999953,70369.16479999953,11100
4-7-9,4,7,9,81069.16479999953,70069.16479999953,11000
3-7-10,3,7,10,80569.16479999953,69569.16479999953,11000
2-7-11,2,7,11,80069.16479999953,69069.16479999953,11000
1-7-12,1,7,12,79569.16479999953,68569.16479999953,11000
11-8-1,11,8,1,79369.1648,68169.1648,11200
10-8-2,10,8,2,78869.1648,67669.1648,11200
9-8-3,9,8,3,78469.1648,67369.1648,11100
8-8-4,8,8,4,77969.1648,66869.1648,11100
7-8-5,7,8,5,77469.1648,66369.1648,11100
6-8-6,6,8,6,76969.1648,65869.1648,11100
5-8-7,5,8,7,76469.1648,65369.1648,11100
4-8-8,4,8,8,75969.1648,64869.1648,11100
3-8-9,3,8,9,75569.1648,64569.1648,11000
2-8-10,2,8,10,75069.1648,64069.1648,11000
1-8-11,1,8,11,74569.1648,63569.1648,11000
10-9-1,10,9,1,73869.1648,62669.1648,11200
9-9-2,9,9,2,73369.1648,62169.1648,11200
8-9-3,8,9,3,72969.1648,61869.1648,11100
7-9-4,7,9,4,72469.1648,61369.1648,11100
6-9-5,6,9,5,71969.1648,60869.1648,11100
5-9-6,5,9,6,71469.1648,60369.1648,11100
4-9-7,4,9,7,70969.1648,59869.1648,11100
3-9-8,3,9,8,70469.1648,59369.1648,11100
2-9-9,2,9,9,70069.1648,59069.1648,11000
1-9-10,1,9,10,69569.1648,58569.1648,11000
9-10-1,9,10,1,68369.1648,57169.1648,11200
8-10-2,8,10,2,67869.1648,56669.1648,11200
7-10-3,7,10,3,67469.1648,56369.1648,11100
6-10-4,6,10,4,66969.1648,55869.1648,11100
5-10-5,5,10,5,66469.1648,55369.1648,11100
4-10-6,4,10,6,65969.1648,54869.1648,11100
3-10-7,3,10,7,65469.16479999999,54369.16479999999,11100
