Permutation,New Business Acquisition Employees,Account Manager Employees,Support Employees,Monthly Revenue,Net Monthly Revenue,Revenue Lost to Churn,Churn Rate
18-1-1,18,1,1,107754.93286424056,97054.93286424056,10700
17-1-2,17,1,2,107254.93286424056,96554.93286424056,10700
16-1-3,16,1,3,106754.93286424056,96054.93286424056,10700
15-1-4,15,1,4,106254.93286424056,95554.93286424056,10700
14-1-5,14,1,5,105754.93286424056,95054.93286424056,10700
13-1-6,13,1,6,105254.93286424056,94554.93286424056,10700
12-1-7,12,1,7,104854.93286424056,94254.93286424056,10600
11-1-8,11,1,8,104354.93286424056,93754.93286424056,10600
10-1-9,10,1,9,103854.93286424056,93254.93286424056,10600
9-1-10,9,1,10,103354.93286424056,92754.93286424056,10600
8-1-11,8,1,11,102854.93286424056,92254.93286424056,10600
7-1-12,7,1,12,102354.93286424056,91754.93286424056,10600
17-2-1,17,2,1,102287.0454110816,91587.0454110816,10700
6-1-13,6,1,13,101954.93286424056,91454.93286424056,10500
16-2-2,16,2,2,101787.0454110816,91087.0454110816,10700
5-1-14,5,1,14,101454.93286424056,90954.93286424056,10500
15-2-3,15,2,3,101287.0454110816,90587.0454110816,10700
4-1-15,4,1,15,100954.93286424056,90454.93286424056,10500
14-2-4,14,2,4,100787.0454110816,90087.0454110816,10700
3-1-16,3,1,16,100454.93286424056,89954.93286424056,10500
13-2-5,13,2,5,100287.0454110816,89587.0454110816,10700
2-1-17,2,1,17,99954.93286424056,89454.93286424056,10500
12-2-6,12,2,6,99787.0454110816,89087.0454110816,10700
1-1-18,1,1,18,99454.93286424056,88954.93286424056,10500
11-2-7,11,2,7,99387.0454110816,88787.0454110816,10600
10-2-8,10,2,8,98887.0454110816,88287.0454110816,10600
9-2-9,9,2,9,98387.0454110816,87787.0454110816,10600
8-2-10,8,2,10,97887.0454110816,87287.0454110816,10600
7-2-11,7,2,11,97387.0454110816,86787.0454110816,10600
6-2-12,6,2,12,96887.0454110816,86287.0454110816,10600
16-3-1,16,3,1,96787.382033937,86087.382033937,10700
5-2-13,5,2,13,96487.0454110816,85987.0454110816,10500
15-3-2,15,3,2,96287.382033937,85587.382033937,10700
4-2-14,4,2,14,95987.0454110816,85487.0454110816,10500
14-3-3,14,3,3,95787.382033937,85087.382033937,10700
3-2-15,3,2,15,95487.0454110816,84987.0454110816,10500
13-3-4,13,3,4,95287.382033937,84587.382033937,10700
2-2-16,2,2,16,94987.0454110816,84487.0454110816,10500
12-3-5,12,3,5,94787.382033937,84087.382033937,10700
1-2-17,1,2,17,94487.0454110816,83987.0454110816,10500
11-3-6,11,3,6,94287.382033937,83587.382033937,10700
10-3-7,10,3,7,93887.382033937,83287.382033937,10600
9-3-8,9,3,8,93387.382033937,82787.382033937,10600
8-3-9,8,3,9,92887.382033937,82287.382033937,10600
7-3-10,7,3,10,92387.382033937,81787.382033937,10600
6-3-11,6,3,11,91887.382033937,81287.382033937,10600
5-3-12,5,3,12,91387.382033937,80787.382033937,10600
15-4-1,15,4,1,91287.38556261841,80587.38556261841,10700
4-3-13,4,3,13,90987.382033937,80487.382033937,10500
14-4-2,14,4,2,90787.38556261841,80087.38556261841,10700
3-3-14,3,3,14,90487.382033937,79987.382033937,10500
13-4-3,13,4,3,90287.38556261841,79587.38556261841,10700
2-3-15,2,3,15,89987.382033937,79487.382033937,10500
12-4-4,12,4,4,89787.38556261841,79087.38556261841,10700
1-3-16,1,3,16,89487.382033937,78987.382033937,10500
11-4-5,11,4,5,89287.38556261841,78587.38556261841,10700
10-4-6,10,4,6,88787.38556261841,78087.38556261841,10700
9-4-7,9,4,7,88387.38556261841,77787.38556261841,10600
8-4-8,8,4,8,87887.38556261841,77287.38556261841,10600
7-4-9,7,4,9,87387.38556261841,76787.38556261841,10600
6-4-10,6,4,10,86887.38556261841,76287.38556261841,10600
5-4-11,5,4,11,86387.38556261841,75787.38556261841,10600
4-4-12,4,4,12,85887.38556261841,75287.38556261841,10600
14-5-1,14,5,1,85787.38559960814,75087.38559960814,10700
3-4-13,3,4,13,85487.38556261841,74987.38556261841,10500
13-5-2,13,5,2,85287.38559960814,74587.38559960814,10700
2-4-14,2,4,14,84987.38556261841,74487.38556261841,10500
12-5-3,12,5,3,84787.38559960814,74087.38559960814,10700
1-4-15,1,4,15,84487.38556261841,73987.38556261841,10500
11-5-4,11,5,4,84287.38559960814,73587.38559960814,10700
10-5-5,10,5,5,83787.38559960814,73087.38559960814,10700
9-5-6,9,5,6,83287.38559960814,72587.38559960814,10700
8-5-7,8,5,7,82887.38559960814,72287.38559960814,10600
7-5-8,7,5,8,82387.38559960814,71787.38559960814,10600
6-5-9,6,5,9,81887.38559960814,71287.38559960814,10600
5-5-10,5,5,10,81387.38559960814,70787.38559960814,10600
4-5-11,4,5,11,80887.38559960814,70287.38559960814,10600
3-5-12,3,5,12,80387.38559960814,69787.38559960814,10600
13-6-1,13,6,1,80287.38559999589,69587.38559999589,10700
2-5-13,2,5,13,79987.38559960814,69487.38559960814,10500
12-6-2,12,6,2,79787.38559999589,69087.38559999589,10700
1-5-14,1,5,14,79487.38559960814,68987.38559960814,10500
11-6-3,11,6,3,79287.38559999589,68587.38559999589,10700
10-6-4,10,6,4,78787.38559999589,68087.38559999589,10700
9-6-5,9,6,5,78287.38559999589,67587.38559999589,10700
8-6-6,8,6,6,77787.38559999589,67087.38559999589,10700
7-6-7,7,6,7,77387.38559999589,66787.38559999589,10600
6-6-8,6,6,8,76887.38559999589,66287.38559999589,10600
5-6-9,5,6,9,76387.38559999589,65787.38559999589,10600
4-6-10,4,6,10,75887.38559999589,65287.38559999589,10600
3-6-11,3,6,11,75387.38559999589,64787.38559999589,10600
2-6-12,2,6,12,74887.38559999589,64287.38559999589,10600
12-7-1,12,7,1,74787.38559999995,64087.38559999995,10700
1-6-13,1,6,13,74487.38559999589,63987.38559999589,10500
11-7-2,11,7,2,74287.38559999995,63587.38559999995,10700
10-7-3,10,7,3,73787.38559999995,63087.38559999995,10700
9-7-4,9,7,4,73287.38559999995,62587.38559999995,10700
8-7-5,8,7,5,72787.38559999995,62087.38559999995,10700
7-7-6,7,7,6,72287.38559999995,61587.38559999995,10700
6-7-7,6,7,7,71887.38559999995,61287.38559999995,10600
5-7-8,5,7,8,71387.38559999995,60787.38559999995,10600
4-7-9,4,7,9,70887.38559999995,60287.38559999995,10600
3-7-10,3,7,10,70387.38559999995,59787.38559999995,10600
2-7-11,2,7,11,69887.38559999995,59287.38559999995,10600
1-7-12,1,7,12,69387.38559999995,58787.38559999995,10600
11-8-1,11,8,1,69287.3856,58587.385599999994,10700
10-8-2,10,8,2,68787.3856,58087.385599999994,10700
9-8-3,9,8,3,68287.3856,57587.385599999994,10700
